term,tc_score
高度负责,0.6051
冶金工业,0.6051
综述,0.6050
high,0.6050
机器,0.6050
封装,0.6050
each,0.6047
into,0.6047
rule,0.6047
RISC,0.6047
MIPS,0.6047
fash,0.6047
RJ45,0.6047
UART,0.6047
存储单元,0.6047
存储密度,0.6047
YCBO,0.6047
工作电压,0.6047
深入研究,0.6047
USER,0.6047
吉林大学,0.6047
细节,0.6046
对方,0.6046
王伟,0.6046
横向,0.6044
纵向,0.6044
假设,0.6044
思考,0.6043
陈健,0.6043
破解,0.6043
用会,0.6043
拒止,0.6043
比较突出,0.6040
much,0.6040
rich,0.6040
does,0.6040
want,0.6040
应用服务,0.6040
发出请求,0.6040
编码方式,0.6040
出生日期,0.6040
管理程序,0.6040
反向,0.6040
中车,0.6039
演进,0.6039
梳理,0.6039
管道,0.6039
部件,0.6039
分区,0.6039
迭代,0.6039
语义,0.6039
工控,0.6039
偏差,0.6039
盐值,0.6039
SK,0.6039
私钥,0.6039
生态,0.6039
依托,0.6039
规避,0.6039
证明,0.6039
地面,0.6039
地铁,0.6039
冲击,0.6037
权益,0.6037
效应,0.6037
达成,0.6037
国家民委,0.6037
控制能力,0.6037
Chun,0.6037
tian,0.6037
West,0.6037
lack,0.6037
thee,0.6037
Kill,0.6037
乌兰浩特,0.6037
GH03,0.6037
防御机制,0.6037
国家标准,0.6037
ipfw,0.6037
具体内容,0.6037
wget,0.6037
htm1,0.6037
Name,0.6037
结果表明,0.6037
动态控制,0.6037
分析模型,0.6037
MOHD,0.6037
HANI,0.6037
RASH,0.6037
blog,0.6037
docs,0.6037
OPEN,0.6037
flux,0.6037
IETF,0.6037
根据上述,0.6037
NGFW,0.6037
eth3,0.6037
明显增加,0.6037
Rose,0.6037
York,0.6037
IROS,0.6037
Vol3,0.6037
Maui,0.6037
Rome,0.6037
July,0.6037
Nath,0.6037
观察,0.6031
应非,0.6031
机电工程,0.6030
测试表明,0.6030
数据资料,0.6030
硬件加速,0.6030
Unix,0.6030
有所区别,0.6030
处理结果,0.6030
高速缓存,0.6030
日新月异,0.6030
动态随机,0.6030
搜索引擎,0.6030
人机交互,0.6030
VHDL,0.6030
描述语言,0.6030
人民邮电,0.6030
Many,0.6030
Core,0.6030
YANG,0.6030
Cost,0.6030
CUDA,0.6030
Karp,0.6030
ZHAO,0.6030
been,0.6030
both,0.6030
Smpt,0.6030
Pop3,0.6030
监视系统,0.6030
商业软件,0.6030
子网掩码,0.6030
Rule,0.6030
分配内存,0.6030
list,0.6030
执行命令,0.6030
SLIB,0.6030
NULL,0.6030
opts,0.6030
Fail,0.6030
true,0.6022
黑龙江省,0.6022
公司出品,0.6022
金山毒霸,0.6022
邮箱地址,0.6022
巨大变化,0.6022
全面实施,0.6022
电信技术,0.6022
全国,0.6021
字典,0.6021
电力机车,0.6019
服务质量,0.6019
U298,0.6019
日益频繁,0.6019
经济损失,0.6019
输入输出,0.6019
区域系统,0.6019
分析阶段,0.6019
接受程度,0.6019
VLAN,0.6019
存储状态,0.6019
符合标准,0.6019
计算资源,0.6019
特征提取,0.6019
安全事件,0.6019
数字证书,0.6019
Salt,0.6019
公开密钥,0.6019
计算能力,0.6019
基础架构,0.6019
功能模块,0.6019
数据模型,0.6019
单点故障,0.6019
收益分配,0.6019
系统维护,0.6019
DApp,0.6019
环境噪声,0.6019
信号系统,0.6019
TCMS,0.6019
高速运行,0.6019
通信安全,0.6019
TIAN,0.6019
DING,0.6019
Chao,0.6019
Ying,0.6019
JIAN,0.6019
IACS,0.6019
ZHOU,0.6019
mass,0.6019
Jun1,0.6019
准则,0.6009
专利,0.6009
伸缩,0.6009
迁移,0.6009
总额,0.6009
空闲,0.6009
解除,0.6009
活跃,0.6009
次数,0.6009
特权,0.6009
警示,0.6009
歧义,0.6009
自测,0.6009
潜力,0.6009
选路,0.6009
直到,0.6009
盗链,0.6009
条款,0.6009
监督管理,0.6005
科技股份,0.6005
软件技术,0.6005
数据文件,0.6005
site,0.6005
非军事化,0.6005
Zone,0.6005
File,0.6005
Mail,0.6005
网际协议,0.6005
IPV6,0.6005
Path,0.6005
Peer,0.6005
peer,0.6005
查询语言,0.6005
Wide,0.6005
EAL2,0.6005
EAL4,0.6005
端口映射,0.6005
分配资源,0.6005
特定条件,0.6005
Text,0.6005
教育,0.5207
ability,0.5203
国际,0.5110
旁观者,0.4908
透明度,0.4908
借助于,0.4908
高标准,0.4872
罗仕鉴,0.4872
秦曾煌,0.4872
濮良贵,0.4872
第八版,0.4872
use,0.4863
LAN,0.4858
钱和祥,0.4841
用户群,0.4841
ACK,0.4841
集中度,0.4841
多任务,0.4841
ACM,0.4828
Jia,0.4823
切入点,0.4821
多媒体,0.4821
变异性,0.4821
时间差,0.4821
受限制,0.4821
程如图,0.4821
大限度,0.4821
发送者,0.4821
万志华,0.4821
余丽华,0.4821
元器件,0.4821
刘立锋,0.4821
吕镇邦,0.4821
吴广茂,0.4821
rsp,0.4814
IPT,0.4814
刘发胜,0.4814
黔东南,0.4814
Liu,0.4814
合理性,0.4814
类产品,0.4814
层次化,0.4814
陈秀君,0.4814
方媛媛,0.4814
李丹梅,0.4814
汤志福,0.4814
姜国栋,0.4814
孟庆威,0.4814
黄书寒,0.4814
综合部,0.4814
hot,0.4814
etc,0.4814
RC5,0.4814
DES,0.4814
警惕性,0.4814
陌生人,0.4814
低能耗,0.4814
电设备,0.4814
办公区,0.4814
清河门,0.4813
档案室,0.4813
张云艳,0.4813
工作者,0.4813
速度慢,0.4813
识别率,0.4813
共享性,0.4813
原始性,0.4813
TOP,0.4813
选择地,0.4813
检查和,0.4813
终端机,0.4813
方便性,0.4813
动态性,0.4813
企事业,0.4813
复制到,0.4813
公文包,0.4813
提供商,0.4813
着重于,0.4813
录下来,0.4813
病毒库,0.4813
毒软件,0.4813
系统地,0.4813
信任度,0.4813
复杂化,0.4813
方滨兴,0.4813
云晓春,0.4813
C10,0.4813
李伟华,0.4813
Lee,0.4813
Cao,0.4813
And,0.4813
Rui,0.4813
Heo,0.4813
Law,0.4813
WSN,0.4813
多元化,0.4812
副教授,0.4812
代表性,0.4812
GIL,0.4812
高级别,0.4812
对外部,0.4812
犯罪率,0.4812
出发点,0.4812
冯海云,0.4812
智能型,0.4812
李荣健,0.4812
胡立彪,0.4812
彭兴伟,0.4812
朱游龙,0.4812
现状及,0.4810
小型机,0.4810
RFC,0.4810
缓冲区,0.4810
四元组,0.4810
昆明人,0.4810
Zhi,0.4808
田吉凤,0.4807
短时间,0.4807
得不到,0.4807
服务型,0.4807
特殊化,0.4807
ASA,0.4807
GUI,0.4807
鄂州市,0.4806
may,0.4806
证券类,0.4806
不利于,0.4806
进行性,0.4806
DOS,0.4806
相连接,0.4806
过渡带,0.4806
效率高,0.4806
范围广,0.4806
结构图,0.4806
icm,0.4806
张云卿,0.4806
薛毅飞,0.4806
严承华,0.4806
刘龙龙,0.4806
张建辉,0.4806
唐拥政,0.4806
工学院,0.4806
段华琼,0.4806
唐宾徽,0.4806
Tom,0.4806
薛树强,0.4806
杨元喜,0.4806
韩松辉,0.4806
归庆明,0.4806
李长会,0.4806
GPS,0.4806
尹芳芳,0.4806
沈昱明,0.4806
王红勇,0.4806
温瑞英,0.4806
乔忠亮,0.4806
Ten,0.4806
铁路网,0.4806
朱陈平,0.4806
张永梅,0.4806
刘小廷,0.4806
NFS,0.4806
双学士,0.4806
防盗门,0.4806
一连串,0.4806
数据链,0.4806
连通性,0.4806
组织者,0.4806
消费者,0.4806
郝玉洁,0.4806
张海平,0.4806
沈学利,0.4806
副主编,0.4806
SHA,0.4805
苏义鑫,0.4802
王树佳,0.4802
X86,0.4802
Xin,0.4802
SPI,0.4802
通信量,0.4802
依附于,0.4802
性价比,0.4802
指令集,0.4802
MMU,0.4802
低功耗,0.4802
单芯片,0.4802
模块化,0.4802
编写成,0.4802
CGI,0.4802
网络状,0.4802
宁宇鹏,0.4802
王常杰,0.4802
王育民,0.4802
张锦祥,0.4802
吴军利,0.4802
陈作人,0.4802
邓国清,0.4802
王均健,0.4795
程炜东,0.4795
Luo,0.4795
中间层,0.4795
专业化,0.4795
端系统,0.4795
积极性,0.4795
攻击点,0.4795
高效性,0.4795
计算所,0.4795
新思路,0.4795
NFV,0.4795
哈尔滨,0.4792
实验室,0.4792
蒙古族,0.4792
内蒙古,0.4792
四川省,0.4792
华师大,0.4792
MD5,0.4792
Mac,0.4792
L0m,0.4792
刘文彦,0.4792
霍树民,0.4792
cac,0.4792
卢开澄,0.4792
李志超,0.4792
RAJ,0.4792
刘建华,0.4792
陈本峰,0.4792
李建忠,0.4792
周序林,0.4792
于承斌,0.4791
医学院,0.4791
配置图,0.4791
ftp,0.4791
图书馆,0.4791
校圆网,0.4791
金融学,0.4791
利用率,0.4791
张卫东,0.4791
田生伟,0.4791
陈海强,0.4791
New,0.4791
RSJ,0.4791
APS,0.4791
AOA,0.4791
Hoc,0.4791
中图法,0.4785
MCU,0.4785
ISO,0.4785
硕士生,0.4785
博士生,0.4785
骨干网,0.4785
透明性,0.4785
电信号,0.4785
还原成,0.4785
误码率,0.4785
XFP,0.4785
高速率,0.4785
收发器,0.4785
集成化,0.4785
控系统,0.4785
性功能,0.4785
GPP,0.4785
录音机,0.4785
周期长,0.4785
错误率,0.4785
编程器,0.4785
通用性,0.4785
LUT,0.4785
PLD,0.4785
周期短,0.4785
全双工,0.4785
SGX,0.4785
SGT,0.4785
精确性,0.4785
SSD,0.4785
信号源,0.4785
可任意,0.4785
陈世文,0.4785
黄万伟,0.4785
汪立东,0.4785
钱丽萍,0.4785
王建东,0.4785
谢应科,0.4785
刘纯武,0.4785
微型机,0.4785
CHU,0.4785
SJH,0.4785
PCC,0.4785
GPU,0.4785
Ftp,0.4785
粗粒度,0.4785
RST,0.4785
RTX,0.4785
OTS,0.4785
EXT,0.4785
库函数,0.4785
sre,0.4785
段时间,0.4785
day,0.4785
曹汉平,0.4785
工程版,0.4785
张惠卿,0.4785
肖德宝,0.4785
徐艳杰,0.4785
唐彦儒,0.4777
立足于,0.4777
显现出,0.4777
致命性,0.4777
系主任,0.4777
系统性,0.4777
传染性,0.4777
防护性,0.4777
新病毒,0.4777
现实性,0.4777
长期性,0.4777
马广宇,0.4777
刘海峰,0.4777
王薪凯,0.4777
喻星晨,0.4777
陆文红,0.4777
SAC,0.4776
陶吉宇,0.4774
供应链,0.4774
系统化,0.4774
舒适性,0.4774
大方向,0.4774
守门员,0.4774
断路器,0.4774
区域间,0.4774
误报率,0.4774
确定性,0.4774
rwx,0.4774
数量级,0.4774
TLS,0.4774
SSL,0.4774
容错性,0.4774
展现出,0.4774
通信网,0.4774
动车组,0.4774
新加坡,0.4774
规模化,0.4774
体系化,0.4774
新格局,0.4774
田慧蓉,0.4774
WEI,0.4774
刘明远,0.4774
GAO,0.4774
张立斌,0.4774
car,0.4774
常振臣,0.4774
王世强,0.4774
吴贞尧,0.4774
TAO,0.4774
big,0.4774
ICS,0.4759
公安部,0.4759
启明星,0.4759
起草人,0.4759
王志佳,0.4759
邹春明,0.4759
雷晓锋,0.4759
叶晓虎,0.4759
陈华平,0.4759
谌德俊,0.4759
申永波,0.4759
第六版,0.4759
Log,0.4759
定位器,0.4759
万维网,0.4759
数据字,0.4759
SMB,0.4759
lin,0.3645
For,0.3257
扩大,0.3256
知识,0.3238
思路,0.3182
护性,0.3178
图书,0.3178
卫士,0.3161
处身,0.3153
局外,0.3153
使网,0.3153
遏制,0.3153
定量,0.3153
警告,0.3153
堆栈,0.3153
阻塞,0.3153
窜改,0.3153
分层,0.3153
湖北,0.3134
安排,0.3131
电压,0.3131
技能,0.3131
插座,0.3118
中原,0.3117
得生,0.3117
实业,0.3117
江苏,0.3117
主题,0.3117
核对,0.3117
耗费,0.3117
归档,0.3117
空隙,0.3117
压力,0.3117
陈军,0.3117
戴辉,0.3117
黄熙,0.3117
手持,0.3117
建中,0.3117
太原,0.3113
周刊,0.3110
专家,0.3108
犯罪,0.3104
消费,0.3103
集中,0.3102
政策,0.3088
远东,0.3086
谨供,0.3086
大家,0.3086
又称,0.3086
做为,0.3086
条目,0.3086
感觉,0.3086
握手,0.3086
转移,0.3086
附结,0.3086
看待,0.3086
表与,0.3086
包该,0.3086
表里,0.3086
值到,0.3086
陷入,0.3086
不知,0.3086
时才,0.3086
部同,0.3086
鉴定,0.3086
分散,0.3086
plug,0.3084
人民,0.3084
断路,0.3084
规模,0.3077
媒体,0.3077
scan,0.3073
全球,0.3069
功耗,0.3069
咸阳,0.3066
On,0.3066
贯彻,0.3066
理念,0.3066
动力,0.3066
战略,0.3066
举措,0.3066
常会,0.3066
不明,0.3066
突发,0.3066
光缆,0.3066
地震,0.3066
作业,0.3066
航运,0.3066
陆地,0.3066
暴雨,0.3066
雷电,0.3066
编制,0.3066
程中,0.3066
正版,0.3066
官方,0.3066
抽象,0.3066
共性,0.3066
下文,0.3066
列举,0.3066
形容,0.3066
时需,0.3066
登入,0.3066
Kd,0.3066
事故,0.3066
使计,0.3066
金超,0.3066
资讯,0.3066
热点,0.3065
LU,0.3060
引擎,0.3060
Gate,0.3060
骨干,0.3060
器件,0.3060
元组,0.3060
博士,0.3059
成就,0.3059
法律,0.3059
改善,0.3059
损坏,0.3059
分开,0.3059
压缩,0.3059
相邻,0.3059
密匙,0.3059
熟悉,0.3059
训练,0.3059
扩容,0.3059
选购,0.3059
界限,0.3059
美英,0.3059
丽珠,0.3059
效运,0.3059
导刊,0.3059
浅析,0.3059
遭遇,0.3059
缩小,0.3059
距离,0.3059
专网,0.3059
穿透,0.3059
减慢,0.3059
背包,0.3059
仿生,0.3059
推出,0.3059
转向,0.3059
声控,0.3059
权重,0.3059
死机,0.3059
等现,0.3059
防毒,0.3059
只读,0.3059
盲目,0.3059
端正,0.3059
人人,0.3059
引进,0.3059
消化,0.3059
出新,0.3059
耗电,0.3059
充电,0.3059
电能,0.3059
放电,0.3059
唤醒,0.3059
电量,0.3059
摆放,0.3059
展牌,0.3059
发放,0.3059
短信,0.3059
生动,0.3059
关停,0.3059
空调,0.3059
照明,0.3059
阜矿,0.3058
保管,0.3058
录人,0.3058
录入,0.3058
缺失,0.3058
广域,0.3058
删改,0.3058
对抗,0.3058
产物,0.3058
有机,0.3058
备有,0.3058
表对,0.3058
商用,0.3058
全世,0.3058
上有,0.3058
流行,0.3058
转接,0.3058
户能,0.3058
划得,0.3058
连人,0.3058
连入,0.3058
肯定,0.3058
外人,0.3058
调阅,0.3058
馆内,0.3058
馆员,0.3058
统中,0.3058
万能,0.3058
墙将,0.3058
走出,0.3058
穿过,0.3058
隔断,0.3058
蔓延,0.3058
过分,0.3058
时应,0.3058
本馆,0.3058
极具,0.3058
政治,0.3058
物质,0.3058
下会,0.3058
经受,0.3058
功击,0.3058
磁盘,0.3058
磁带,0.3058
中带,0.3058
偷窃,0.3058
接近,0.3058
人力,0.3058
企图,0.3058
对付,0.3058
进攻,0.3058
配给,0.3058
云中,0.3058
电网,0.3058
比喻,0.3058
说法,0.3058
要素,0.3058
侵信,0.3058
将云,0.3058
云计,0.3058
甲心,0.3058
口志,0.3058
有用,0.3058
访同,0.3058
对像,0.3058
侵检,0.3058
端点,0.3058
自治,0.3058
大规,0.3058
杨武,0.3058
力量,0.3058
C6,0.3058
潘炜,0.3058
朱烨,0.3058
戴冠,0.3058
止水,0.3058
智慧,0.3058
复原,0.3058
给定,0.3058
Ly,0.3058
成飚,0.3057
旅游,0.3057
看成,0.3057
机架,0.3057
布线,0.3057
出入,0.3057
时延,0.3057
耗尽,0.3057
爆发,0.3057
仙居,0.3057
享有,0.3057
特指,0.3057
截取,0.3057
知道,0.3057
坚强,0.3057
后盾,0.3057
王炳,0.3057
事务,0.3057
读取,0.3057
存有,0.3057
组装,0.3057
等来,0.3057
重置,0.3057
流动,0.3057
信域,0.3057
域名,0.3057
技脂,0.3057
去除,0.3057
降到,0.3057
签署,0.3057
痕迹,0.3057
应有,0.3057
谢琳,0.3057
高涌,0.3057
刘艳,0.3057
赵强,0.3057
依法,0.3057
邓泽,0.3057
对策,0.3057
朱莉,0.3057
热门,0.3055
滥用,0.3055
网游,0.3055
困扰,0.3055
仅靠,0.3055
我局,0.3055
违背,0.3055
习和,0.3055
流氓,0.3055
猜测,0.3055
探测,0.3055
广告,0.3055
碎片,0.3055
汇聚,0.3055
测到,0.3055
分片,0.3055
信誉,0.3055
给予,0.3055
渗入,0.3055
侵犯,0.3055
局部,0.3055
纬度,0.3055
联接,0.3055
透过,0.3055
外层,0.3055
部暑,0.3055
FI,0.3055
炒股,0.3055
辨识,0.3055
净化,0.3055
减轻,0.3055
弱点,0.3055
成因,0.3052
困境,0.3052
上线,0.3052
数代,0.3052
出色,0.3052
地将,0.3052
封堵,0.3052
相似,0.3052
回到,0.3052
断绝,0.3052
走向,0.3052
摆设,0.3052
人数,0.3052
双机,0.3052
YE,0.3052
亟需,0.3052
上升,0.3052
银行,0.3052
稿件,0.3052
浠水,0.3052
彰显,0.3052
察觉,0.3052
传达,0.3052
接触,0.3052
把关,0.3052
桥梁,0.3052
种植,0.3052
开来,0.3052
地带,0.3052
点击,0.3052
选框,0.3052
勾选,0.3052
曲线,0.3052
放火,0.3052
全宇,0.3052
何苗,0.3052
春晖,0.3052
杨梦,0.3052
春风,0.3052
盐城,0.3052
朱艳,0.3052
线性,0.3052
下转,0.3052
星座,0.3052
构型,0.3052
陈坡,0.3052
弹箭,0.3052
制导,0.3052
李森,0.3052
刘宁,0.3052
杨昊,0.3052
纺织,0.3052
赵嶷,0.3052
度量,0.3052
李平,0.3052
熊星,0.3052
江永,0.3052
孙蔚,0.3052
马骏,0.3052
商娟,0.3052
刘静,0.3052
wu,0.3051
海军,0.3051
特勤,0.3051
疗养,0.3051
看法,0.3051
助力,0.3051
伴随,0.3051
急需,0.3051
钥匙,0.3051
课题,0.3051
构架,0.3051
枣庄,0.3051
通俗,0.3051
相通,0.3051
上看,0.3051
剥离,0.3051
摆渡,0.3051
攻破,0.3051
忽视,0.3051
常征,0.3051
徐明,0.3051
端阳,0.3051
张剑,0.3051
钱伟,0.3051
下册,0.3051
SU,0.3047
l2,0.3047
延伸,0.3047
认可,0.3047
U盘,0.3047
适于,0.3047
框图,0.3047
移植,0.3047
可达,0.3047
写入,0.3047
擦除,0.3047
故本,0.3047
始化,0.3047
包过,0.3047
私网,0.3047
出该,0.3047
海量,0.3047
学科,0.3047
对数,0.3047
含有,0.3047
墙会,0.3047
推广,0.3047
阎慧,0.3047
张森,0.3047
秦浩,0.3047
德政,0.3047
金牛,0.3047
文华,0.3047
理学,0.3047
长春,0.3047
赵轩,0.3047
经验,0.3043
顶层,0.3040
群创,0.3040
绘图,0.3040
音频,0.3040
端会,0.3040
筛查,0.3040
多变,0.3040
体量,0.3040
进来,0.3040
综上,0.3040
成库,0.3040
认定,0.3040
所指,0.3040
辨别,0.3040
秘钥,0.3040
共计,0.3040
性别,0.3040
走私,0.3040
存档,0.3040
劣势,0.3040
分段,0.3040
桥接,0.3040
当成,0.3040
网元,0.3040
李生,0.3040
李研,0.3040
张磊,0.3040
程振,0.3040
粒度,0.3039
分发,0.3039
借助,0.3037
西华,0.3037
南充,0.3037
缓解,0.3037
用以,0.3037
须要,0.3037
马丁,0.3037
侦察,0.3037
广安,0.3037
美国,0.3037
采纳,0.3037
范式,0.3037
附加,0.3037
直至,0.3037
拆除,0.3037
约定,0.3037
搜集,0.3037
诞生,0.3037
Fw,0.3037
地方,0.3037
置为,0.3037
包后,0.3037
OK,0.3037
全青,0.3037
协调,0.3037
王凯,0.3037
荣昌,0.3037
余海,0.3037
郭庆,0.3037
利国,0.3037
海涛,0.3037
冀托,0.3037
张阳,0.3037
付强,0.3037
和力,0.3037
罗敏,0.3037
英文,0.3037
泰山,0.3037
泰安,0.3037
指出,0.3037
科研,0.3037
出于,0.3037
租用,0.3037
图示,0.3037
案例,0.3037
存留,0.3037
回指,0.3037
对接,0.3037
要绕,0.3037
回来,0.3037
增多,0.3037
事实,0.3037
取新,0.3037
使访,0.3037
实质,0.3037
流出,0.3037
束缚,0.3037
网访,0.3037
主页,0.3037
体如,0.3037
设为,0.3037
划定,0.3037
导入,0.3037
黄敏,0.3037
肖捷,0.3037
禹龙,0.3037
建国,0.3037
Xu,0.3037
O1,0.3037
JP,0.3037
感知,0.3030
精简,0.3030
兼顾,0.3030
语音,0.3030
现行,0.3030
层级,0.3030
导师,0.3030
归结,0.3030
功效,0.3030
重量,0.3030
布局,0.3030
相联,0.3030
单波,0.3030
接人,0.3030
高端,0.3030
电磁,0.3030
前向,0.3030
来收,0.3030
高达,0.3030
牺牲,0.3030
广义,0.3030
来讲,0.3030
赋予,0.3030
超速,0.3030
硬盘,0.3030
读写,0.3030
单片,0.3030
总量,0.3030
恢复,0.3030
表项,0.3030
关健,0.3030
组匹,0.3030
极端,0.3030
组信,0.3030
得知,0.3030
命中,0.3030
可令,0.3030
解是,0.3030
必备,0.3030
排名,0.3030
陈宁,0.3030
李忠,0.3030
重庆,0.3030
祝超,0.3030
朱晴,0.3030
cC,0.3030
顺应,0.3030
前言,0.3030
把握,0.3030
试图,0.3030
反应,0.3030
告知,0.3030
无能,0.3030
修订,0.3030
民权,0.3030
替代,0.3030
内核,0.3030
插入,0.3030
误用,0.3030
规库,0.3030
伪装,0.3030
模板,0.3030
分成,0.3030
挂接,0.3030
册该,0.3030
并加,0.3030
数组,0.3030
充该,0.3030
声明,0.3030
序名,0.3030
初值,0.3030
加载,0.3030
编译,0.3030
丢掉,0.3030
包数,0.3030
递给,0.3030
指针,0.3030
表达,0.3030
含意,0.3030
动后,0.3030
流人,0.3030
无用,0.3030
张翔,0.3030
下用,0.3030
王军,0.3030
华中,0.3030
了以,0.3022
打造,0.3022
潮流,0.3022
崩溃,0.3022
校企,0.3022
共建,0.3022
合作,0.3022
共育,0.3022
改革,0.3022
河北,0.3022
保坻,0.3022
分化,0.3022
报废,0.3022
发作,0.3022
网震,0.3022
地质,0.3022
枯竭,0.3022
行使,0.3022
延长,0.3022
不法,0.3022
查处,0.3022
外延,0.3022
放大,0.3022
倍增,0.3022
要点,0.3022
搭设,0.3022
防治,0.3022
奇虎,0.3022
变种,0.3022
留有,0.3022
举报,0.3022
认识,0.3022
精神,0.3022
同仁,0.3022
全力,0.3022
沈菁,0.3022
基线,0.3022
金金,0.3022
赵章,0.3022
姚衡,0.3022
王亨,0.3022
晶晶,0.3022
硅谷,0.3022
容灾,0.3022
蒙劲,0.3022
小议,0.3022
旬刊,0.3022
余斌,0.3022
思源,0.3019
电气,0.3019
运输,0.3019
打破,0.3019
脉络,0.3019
归纳,0.3019
备受,0.3019
展望,0.3019
方针,0.3019
唐军,0.3019
传动,0.3019
到位,0.3019
直观,0.3019
上将,0.3019
需在,0.3019
需对,0.3019
等以,0.3019
人为,0.3019
规约,0.3019
产出,0.3019
项点,0.3019
贯穿,0.3019
涵盖,0.3019
解读,0.3019
调查,0.3019
引入,0.3019
f1,0.3019
f2,0.3019
fn,0.3019
值域,0.3019
予以,0.3019
优于,0.3019
预定,0.3019
机理,0.3019
规律,0.3019
样本,0.3019
清洗,0.3019
覆盖,0.3019
溯源,0.3019
留存,0.3019
镜像,0.3019
逆向,0.3019
视图,0.3019
预存,0.3019
辅以,0.3019
时所,0.3019
测量,0.3019
颁发,0.3019
为待,0.3019
核验,0.3019
归属,0.3019
手动,0.3019
方可,0.3019
需先,0.3019
数学,0.3019
公私,0.3019
和验,0.3019
耗时,0.3019
账本,0.3019
协作,0.3019
副本,0.3019
了系,0.3019
广播,0.3019
发行,0.3019
引发,0.3019
失真,0.3019
蓄意,0.3019
剔除,0.3019
牵引,0.3019
车地,0.3019
岛线,0.3019
宁波,0.3019
车型,0.3019
更具,0.3019
韧性,0.3019
转变,0.3019
魏亮,0.3019
丁超,0.3019
陈英,0.3019
纪凯,0.3019
轶华,0.3019
郜帅,0.3019
晨曦,0.3019
李畅,0.3019
铁道,0.3019
淑辉,0.3019
张尧,0.3019
WU,0.3019
起草,0.3009
总局,0.3005
承担,0.3005
归口,0.3005
安信,0.3005
网神,0.3005
神州,0.3005
绿盟,0.3005
网康,0.3005
华金,0.3005
新华,0.3005
蓝盾,0.3005
中安,0.3005
星云,0.3005
上海,0.3005
上讯,0.3005
俞优,0.3005
陆臻,0.3005
沈亮,0.3005
陆磊,0.3005
顾健,0.3005
吴云,0.3005
熊瑛,0.3005
周杰,0.3005
亚东,0.3005
王猛,0.3005
潘云,0.3005
杨晨,0.3005
王晖,0.3005
不注,0.3005
碰撞,0.3005
伪造,0.3005
网间,0.3005
穿越,0.3005
话数,0.3005
出错,0.3005
风暴,0.3005
冒用,0.3005
账户,0.3005
网线,0.3005
互访,0.3005
清除,0.3005
增大,0.3005
高于,0.3005
抢占,0.3005
启停,0.3005
时限,0.3005
混淆,0.3005
因子,0.3005
核查,0.3005
足以,0.3005
了要,0.3005
期望,0.3005
So,0.2574
how,0.2476
ARM,0.2471
Con,0.1788
LI,0.1539
开发,0.1363
way,0.1242
办公,0.1148
山西,0.1102
Ad,0.0740
port,0.0619
算机,0.0548
火墙,0.0470
文献,0.0423
可靠,0.0329
防火,0.0321
DS,0.0307
分布,0.0288
words,0.0284
嵌入,0.0277
交换,0.0252
远程,0.0247
客户,0.0227
IM,0.0219
保密,0.0207
工程,0.0205
互联,0.0200
work,0.0184
参考,0.0182
人工,0.0175
活性,0.0153
analyze,0.0152
代理服务,0.0150
EB,0.0147
protect,0.0146
视频,0.0144
it,0.0143
Li,0.0131
局限,0.0131
邮件,0.0126
problem,0.0126
供电,0.0121
浏览,0.0119
Gong,0.0117
user,0.0117
监督,0.0117
误码,0.0117
有助,0.0117
电工,0.0117
Int,0.0110
编辑,0.0106
扩展性,0.0105
缺点,0.0105
集团,0.0104
ISA,0.0104
bring,0.0103
